id,followers,genres,name,popularity
7eL1rW6Xhyq66RuVDnh2ZM,3309.0,[],Swoop Kyng,10
1Z3OX068O7EuiSKCXCTh8D,4.0,[],3Qtrzslyk,1
36KTAM7tSDaF5uBmk5jOzS,38.0,[],G2kingz,0
42GsZYCMowmpSpy4ubMJND,514.0,[],Footlose Crew,10
0ysdnH7TiArlACRnSR6cdQ,178.0,[],Rydel High,7
02XQksaT4SD4jM0orjodY7,156.0,[],Dance School,4
7qLVNAVXdBbWdSbDKVVHdS,7.0,[],Drivetime,5
1I5PMa4HKRK8nPU3oeCUQc,18.0,[],Gail Hylton,0
3riOyaXG96HB52BzgshbCm,21.0,[],Bill & Andie,1
7hOwQeJ37mBuyPQ6sznBYn,25.0,[],Crystal Womack,0
6wbFz38bfiOFoJPEwoVZ7i,34.0,[],Becks United,2
4ylAJEWYuOe9Sj9YXvSJTV,153.0,[],DAZER0,17
2hPDp5A3m63BCmAn1rd8iP,229.0,[],Fordjango,15
2Fz3uLxKFu58Ry0kEqqN11,11.0,[],C-Drix,6
3QZ1wLtaQ7zhIAblvhEmqZ,109.0,[],Marko Van Duke,19
3cj7w92OJUfUOTcGZtBbSx,6.0,[],Diez,0
3npgTvZDnaCyELCXlaoPM4,23.0,[],JD MC,13
5yuQDwj3SQdwdOe0xR6R0G,375.0,[],Alessandro Pinto,24
4LGxRbFVBNlCDvE1jZgvVs,19.0,[],Tim Sandusky,7
390VPuJjc51ndMZxcIwAyv,5.0,['deep free jazz'],Hot Thumbs O'Reilly,0
3kRSNziTIaYo9Ftom9VFRj,63.0,[],Matteo Armellini,7
4zc43b1OJ3CUlkuisH4bRg,30.0,[],Vidyadhar Bhave,4
4s57RP5yNSLpuBSdNiJAXS,27.0,[],The Key Brothers,0
3X5p3rqhgghH58yY6YwpiA,7.0,[],Blonde Furniture,2
0sFZNEEGJtzLlvM6g64g54,3.0,[],Perfekt Khaos,0
0PL5aRsYUuzcRdSALAHDCR,13.0,[],Kingnyne,0
1OeAGooqajnthQo52lXufC,0.0,[],Doe Dolla$,0
3Ikp9zNmeuxiT0iF2Bmosl,7.0,[],Drama Junkies,0
78CR0nu7yvIZXR9IflmFAH,31.0,[],The Edenites,0
26wDf5wgzkSyP5ANaufYgm,140.0,[],Zak Lee,18
5lmt6rqReLZdI9Fy8ulVc6,670.0,[],Organ Mood,7
3U1HJVYm4Z3G59ldoODMmA,373.0,"['country quebecois', 'new brunswick indie']",Maggie Savoie,7
5d79rzTsyF4pST0zWUKOn2,357.0,['new brunswick indie'],Simon Daniel,3
2CSTWS9xKp1fzPGdbsGQ0D,176.0,[],Cy,4
0hVqrbvEPj0tPpkOj9zFyD,3281.0,"['country quebecois', 'indie quebecois']",Joseph Edgar,33
445LLAvHYLwhZhP1blVHF7,398.0,['musique acadienne'],La Virée,15
4Mlx4Unwo8SCccoZUOWLjr,451.0,['canadian folk'],Jacques Surette,13
3RplUrUEkqeh6hiwyFj8zQ,7.0,[],Arthur Ribo,0
2A4YAeUVDUcyOZ0GPTL3WF,49.0,[],Home for the Holidays,2
4aXYXCnJR6Aweo8GnWoSTD,40.0,[],Benjamin Rice,8
691kvjwAMSAuDFD2nl50cU,80.0,[],Jerry Lacey,10
0NSEUtsIDm3pdQLunTpYzN,69.0,[],Josef Falkensköld,12
2CYQtpjY183kv5NUXFDqLY,263.0,[],Luella Gren,23
3cfaaaztlSIVBlM6JIsbVI,272.0,[],Ritchie Everett,17
1TPxbrTvRteumxJJMjg302,219.0,[],Wanda Shakes,14
7EaFQk4RcKGTbgdSP3u3ne,522.0,[],Fox Morrow,20
7E4ElND5oKjA6FF8Bvvb1W,132.0,[],Mac Taboel,13
21pVfTvWp7Y51jEh8iQoje,440.0,[],Trabant 33,19
7AeL38g8rHPYuROeTI5tw4,224.0,[],Guy Trevino and Friends,17
60PcfoaFg5hxI8eKl45Xuk,161.0,[],Little Island Leap,14
1YjTqmB393KwcTzDQTWMHG,1127.0,[],Lucas Pittman,32
501okKfsXEOumZaRRr65Ag,54.0,[],Gary Combs,8
0ducw5B0t2odiC1gm8yipl,2.0,[],Andrew Applepie,13
5tmYhN96zjF4wdMi173G7d,77.0,[],Sweet Pea Atkinson & Was (Not Was),1
5doFMrGh2dOBAkjOUmrltp,9.0,[],Cocoa,0
1FbfcvIC2xAo5LnqLErn13,11.0,[],International Music Company Chorus & Choir,0
1Z5fbv3lPyfBPP4qzo844O,7.0,['american romanticism'],Charles Crozat Converse,4
4ak5eqhrm27KpPllUmpgab,2.0,[],De-Ann,0
4F9ZoI9OF7VCEiWQCoHbhN,0.0,[],ASH-I,0
7EGJUMSowPyKHtXRZhQzC5,5.0,[],Rainbow Girl,0
0aFEzAsLXhixT3TCizwj6B,6.0,[],AM5,0
2CA5BPBMnTJkl0GZrGN96q,227.0,[],pär,15
5avTCR55KVUnWNcs8YszCO,4.0,[],Cirkus Transmopol,2
6wf5DKFK08Qx5d11LNhesK,33.0,[],Helmut Schenker,24
26S5l84ivf0IEwpjMegiIB,76.0,[],Alexandra Woodward,12
4TVuWsAEx3S4UnsJhA7QYD,1245.0,[],Sight of Wonders,46
2kwRxlbLTJWsqRVECUcyIw,152.0,[],Medité,12
7d6WiucObAN8XhmnZIa9wq,168.0,[],Alysha Sheldon,12
1MO8vv6bWZL16ZCQwscY0F,336.0,[],Rune Dale,19
52FzcYdR52cgukrg4A3Tyv,5.0,[],Jade Palace,35
6GWCB8ekz6k8xgOzb8i31f,485.0,[],Orion,39
6kiGA7zFIVhflLEG5YIEWf,11.0,[],Harry Edvino,5
5RccS3VAx0mlv14McuunDh,906.0,[],The New Fools,24
1RPAAHsStLojK33L7zhgzl,940.0,[],Rizik,44
6PM7BEoNAzJtH7BRBgagYI,106.0,[],SARAB,39
4QEyQYiRdLu1c6wzHyp0ds,83.0,[],Blissful Heaven,48
6ejWaGjAI1lJ3PcLJ6c3OW,3.0,[],Pascal Desprez,15
2i52Ws85Qzs7j9qFVZpda0,47.0,[],Elsa Wiedermark,14
5sXiB1kUrPOBBWf3SqrCYO,2.0,[],Gabriel Vilente,8
7mSI0w9dKno3T1eUO1bbMP,10.0,[],Adani Vida,17
0k5b5g9KNikMYLSZWikx4Y,4.0,[],Daniela Petrová,3
7cVXjdkl7yJQfp2a76guvf,167.0,[],Rancul,41
4r2IfAxqQFZ3NFOa44wA4w,118.0,[],Madjid Fahem,23
3HL4rODpP9DHDgCUlsJnvG,5.0,[],Parascope,17
5hB3PiXau0Jw2qgtEABxXu,20.0,[],Ryze & Pea,17
5GfnXcZhvTgsNpj5U1CkBU,0.0,[],Tor Dahl,20
3Av3feq9fbdlKz27hxQjJK,3.0,[],Emmelina Ritterkap,1
3JDxLibfzD28Q61RzKMEIy,109.0,[],Julien Carnot,5
61JpiETiqqg2JJIKbXO04g,1.0,[],Ron Melass,0
6S2BELR1B8swodhKjlD3EP,996.0,['hip hop quebecois'],J.A.M.,25
0iA2L1Fbkwp3PxiSD22Uou,303.0,['hip hop quebecois'],Monk.E,11
6oR4H8kuK9CcynDnU6YF0W,165.0,[],Le Gicko,20
3J153He58xvWLwD4svRJCd,501.0,[],Casse-Croute,7
6q9G0GDDimoA74xMgovVJp,131.0,[],Suspek-T,2
21hMdCq1YfDQXSYlgciVTS,94.0,[],Lord of the Sexy Dragon,1
7k7oimSZ1tCsQXTGx6vlfC,251.0,[],Lezestis,3
4PttiW6dixoII8XL6d2Ox6,96.0,[],M.I.G.,8
2rfwTWRvlhsyGYdDTqjwgI,136.0,['background piano'],Joseph Caleb,27
4PjMHmTAQi5e5NSbCeQ6Yu,57.0,[],Roger Shirley,17
6eSpBZA1P8knU85wQ7ruzL,165.0,[],Luiza Castro Sousa,23
2xA4M9ua48TrZA7dwLh1ep,43.0,['background piano'],Cal Yumi,25
4i8dFLIE5uXyj0y8mX8Ngo,290.0,"['background music', 'background piano']",Levandau,32
7jsTCpVLW1GPtvwaBG7LCI,113.0,['background piano'],Will Monrose,18
0nvI5DwMokXVsbHH7sBuwv,53.0,[],Antoine Di Luzio,22
3WwszcyQ0cJgmBo9YrHN0p,68.0,['background piano'],Patrica Vazquez,29
7hAPV8dP6bbuFTeoINNcqz,136.0,['background piano'],Larry McDavid,34
2YuO1O9h5zMxswHlFvs7b6,915.0,[],Thomas Argouin,26
7kyDsFCyvg4suvZTn7OorA,348.0,[],Céleste,6
03NRcwTsOiqNIr0ND9wfWB,334.0,[],DJ UNPIER,13
3AVXWARFTukwccpTCCfW6I,191.0,[],The Great Diversion,2
