id,followers,genres,name,popularity
4Dy6gFmHJwNi6PwFCy3pql,2.0,[],Jimmy Ruffin & Brenda Holloway,0
6AiS9H8snrgr4Upfh3iOSv,2.0,[],Leeza Miller,0
2pkGqjXn9Jiup3J2hiDXVN,2.0,[],The New Miracles,0
0zylCfcooRAdfKvWTajprD,1.0,[],Beans Bowles And The Swinging Tygers,0
3t4fpJIefxgEzqJFh37Hu5,0.0,[],Scherie Payne,0
3geDiLL78DHrXSeHm36Ux7,3.0,[],Billy Grififn,0
2nSoUaO7NxO2zNwH9j2VFC,4.0,[],"Jean, Scherrie & Lynda (Formally Of ""The Supremes)",0
18eL1QDcotBEliACICNoDe,3.0,[],"Jean, Scherrie And Lynda Of The Supremes",5
71TaAhCmBrrKR2aljFKQ3h,23.0,[],Lynda Laurence,2
6fytkrD2HFr1l4wIdvm6FL,75.0,[],The Countours,0
0H98PaDigt65iQ90qfda0P,11.0,[],The Counters,0
7tAaM4io1y6exF3QGl9nSc,66.0,['deep motown'],The Hit Pack,4
2BU9zvQIfEBilUkemhdzEF,2.0,[],Prez Kenneth,0
054pWTOxJepEw8dfgp9Wqy,0.0,[],Mae Parrish,0
63b5KLXXb83Vln8m9a6l43,2.0,[],Burnetta Evans,0
1mwM6cDb3JyXrna1fjUns4,6.0,[],Richard Riggins,0
1nVXNUwC7UmRPp92ycoRFK,2.0,[],Emmett Hobson & The Rag Muffins,0
2TklMA649HkQPXbWaaspiI,1.0,[],Doctor Gaddy,0
3GYYyOg3wAnGSAkEZ65CdA,10.0,[],Carrie Grant & The Grandeurs,0
0GemGZtbVUWsfly2xqSVDU,1.0,[],Ty Turrell,0
33ODoRejLKnMhL2g9AHsai,12.0,[],Peppy Prince,0
0zxtM6d5jKmKrQorM0IV90,0.0,[],Poor Bob,0
68mzEE605c4vOKeF7uGWNc,1.0,[],Fabulous Little Joe Arlee Carruthers,0
099WnTrXGNyhkQJOMpIvSS,1.0,[],Bill Watts,0
3QYIYPZNfauvF1NUrnRBaU,1.0,[],Moohah (AC Williams),0
2GujnRQLNJy6j43FjkNQOC,16.0,[],Terri Lee,0
7xZeKM1xnAbBM28wI9q3E5,1.0,[],"Danny ""Run Joe"" Taylor",0
0IMXGr16QSjqTZLZSNyTkj,1.0,[],Hen Gates & Orchestra,0
695RGkVADzhKKztRm5rSyW,0.0,[],T.B. & The Germs,0
033sh7qXQVs17pVKMOQKhW,2.0,[],Sadie Styn,0
7yy58ztedJ7275iF0DkWwo,9.0,[],Dr. Jo Jo Adams,0
7Fpgf4auaErWJ0MgMmnf7k,5.0,[],Alabama Watson,0
6O3WjawjoaAcMx0MVi4eh0,13.0,[],Ursula Reed,1
3zluLFDyVkZ0kWhAMaWuQB,5.0,[],Danny Ware,0
19YCCXNEswj2ODpGM9u6Vd,0.0,[],Big Jack Reynolds And His Blues Men,0
5MlE2k9FlNZG2oPvZnqAFZ,15.0,[],Jimmy Good,0
1YciXUutEbB3KPXmuhLUqF,0.0,[],Jimmie Preston,0
3x0LX9cskPTFmO8JkhorSS,2.0,[],Ed Baron,0
2vgwcPDV0ZlxIlFmDYffEe,12.0,[],Nervous Norvous,0
