id,followers,genres,name,popularity
0fGC8VYRFtJWR36BsYIF7V,59.0,[],A Sudden Branch for Safety,12
1i4JicYEjrRhkORObJYf89,1368.0,[],Isabel Marie,15
5rUYI9AFsyUjwAYbQgl6Ww,307.0,[],Anjelique,10
3od00zk4OBhNuBGEIsqZ6e,301.0,[],Destiny Navaira,17
5rtASTAiQ2169qFwr5KjlG,942.0,[],Sarah Monique,18
70jAI26JGs7k35laXmEJdK,485.0,[],Brian Olive,5
5JpeX8uJfjjsnx25BnKjYI,199.0,[],John Pedigo's Magic Pilsner,4
4qezrYjZYjvd1q1dki1xN0,437.0,[],The 40 Acre Mule,6
0XHGrSqEpan7MaXkVLqlRV,212.0,[],Simon Flory,8
0ZHhCh18J9mqZQu7ltQqow,20.0,[],Breanne Marie & the Front Porch Sinners,2
5NeJURpoZHT3u2458U5Hzo,183.0,[],Rodeo FM,1
07UUIAs4HsFPyJ7KUIp50R,194.0,[],The Carloways,6
7nFcDrTTY2djwZZkt7KP88,40.0,[],The Libras,4
3xfaT5h5lcHC1yfWP06YN2,18.0,[],The Lost Doves,0
0cEx9zz9kR1k0lUAtwm8qg,29.0,[],José Guardiola y las Hermanas Serrano,0
76KaNSFnStp7qHspJWV4G4,18.0,[],Ostravská banda,1
4rAbPEP9QC6lZLsMuWo1re,7.0,[],Andinay,0
49OotdGDydEy0eufB4lIYT,7926.0,[],Folklore Latinoamericano,0
2gyRv2WL7XoctV9uanYnRG,7.0,[],Benny Royal & Genetik,0
3lJOunV96kzg5QACtzv9SH,2.0,[],Beat Constructions,0
2XtbLsnQLWvxUfKAhRZvNX,14.0,[],Bastian Foxx,0
1wbags12HDkfPHnyyH5Qiy,2565.0,[],Mikhala Jené,24
61doxpS3qYNO3mmFSINmlX,26.0,[],WAV35HAPERS,0
75IlgWySwtpnbKfDEqv9Rk,16.0,[],Tilt Shift,0
0qliT7hh5JcJMuMq0jga5Z,6.0,[],Donnelly,1
739QH6B1xNju4mdYGiQLF3,0.0,[],Dirty Layabout,0
0FIAam657kzkqrHKSONBQw,8.0,[],Island Alex,0
2URXN4PoJWRoQEKLUkWk59,0.0,[],The Bee Zoo,0
18Q9V4O99T6Iq17eefv9Sf,30.0,[],Los Papiz,0
1qe20eNqoVie2s6CrxcR1c,11.0,[],Starjack & Collini,0
1HtINzhLxm2F38Xds3h43I,2.0,[],Ready Rocca,0
722FLMdKJzznAM9cmxH5In,72.0,[],Tonystar,22
4xeiQvT8Xli8ydb33g2GGc,71.0,[],Leo van Helmond,18
4I0f9uhN0b0YdfiJFNGcaE,92.0,[],Somali Pirates,0
0SISYd6j9Cjblk1BnKHLl2,32.0,[],The Floating Opera Orchestra,0
2CLFjBWJAWyhqJpcPd4Thw,0.0,[],Emmy Loose/Philharmonia Orchestra/Paul Kletzki,0
4eekVAIKOnHPZtfZMF8g5j,5.0,[],Ortrun Wenkel/Southend Boys' Choir/London Philharmonic Choir/London Philharmonic Orchestra/Klaus Tennstedt,0
7wp6BctZqShWMtTzA5Bati,47.0,[],New Haydn Quartet,31
0qIrx0eapHm0j8PLiuVK0g,166.0,[],Bass Town,3
2jW8NPNVGdHM0zRrMDq5lD,1.0,[],Ben Hash Key,0
1fMAthl0tGq6SSWf6b68kL,76.0,[],Back2Rave,1
2c5NcXidirDDqL3sc3vW8S,612.0,[],Dirty Freud,24
6aBDIBfmiy8RpKmeTm29CH,0.0,[],Tape Loops feat. Finley Quaye,0
4I1g29Bvxt3OKAfVEBMm9P,1.0,[],Rabbit's Rum,0
0yy8YRGlwI13hmGzGPDMns,20.0,[],Gypsy From Ibiza,1
71V5OOE3rQVjWbNnrnva8g,1.0,[],Penthouse J,0
40OhF3oy9dC2zE9hc8Vpm9,3.0,[],Dirty Haters,0
5C92LPFxIFhFlHTZm6yMSb,83.0,[],Di-Mico,8
4ONbUqht51Me2b50vJ9unA,1.0,[],Steffen Quinn and Band,0
4VRjhQvwqUaXh1cC2QnwAd,26.0,[],Bossanova Ensemble,0
4AZrbE8KfITyNO2Hbv7mzm,1.0,[],Manhatten 5th Ave. Quintett,0
5QYTDc7gluv4Ml7hBeG9Iw,3.0,[],Cris Astra Brooklyn Bridge Group,0
7mi2RkgxyohrLGKgZKa6bU,6.0,[],NY Yankees Jazz Ensemble,0
7J4o8a3GwpQGcOB0xDrouT,4.0,[],New York Viking Jazz Band,0
3GBgArsmbYcCmQ6bSiXi2T,1.0,[],Victor Jobin,0
4ycPDjFrfowyuUkSaYpI7Z,41.0,[],Lorenzo Giuliano,5
4t9tkOjuN1AUW9Wem4gO9a,3.0,[],Andes Fusion,0
6Gb76y1oCufumFzUvF11aa,5.0,[],Los Bezoya,0
15vfkrh8wXAQeRhUWp9pD9,5.0,[],Swisher Sweetz,0
78ufCT3DIinXoNYIFMXZvi,0.0,[],Wolftears,0
4NQ6UG76DrpFeyO8cPsXt9,0.0,[],Groove Addix feat. Annette Taylor,0
0XituaTXYsQTL98qzus6YG,2.0,[],Paggos,0
4WjZRC0hQVGUZlN5RhLkaW,25.0,[],Cbass,2
5vuVxOtMyj7D9ecHtICibU,40.0,[],D. James,0
3Zauc2aecv8EAtP48n7nAJ,33.0,[],d2-r2,0
0PFwc4SPAP3FXB3nMIwUCB,63.0,[],1000 Forms of Fear,0
1CmaoNoQZdGCkH6POPreac,15.0,[],Malik S,0
6eZepsZKJpQjho56E6JK5H,3.0,[],Asian Kriate,0
3JFjvXwiEo0YxdNRmW1moj,5.0,[],D. Pace,9
2WDjtbFEukZGDT1qr3qIyW,15.0,[],John Dunn,0
4kO10fOZ24qOaZhNtvFgpW,30.0,[],Ill Cosby,0
4aNJir8zcStRrOAJPgoyIZ,59.0,[],Beast 1333 & Apakalypse,0
1oHbU2ScyHbwMek5rgfL2t,3.0,[],Monday Monkey Riot,0
1pOIDCUZx6p5HiA5554uKt,6.0,[],Street Poet Monte Smith,0
